person_id,age,gender,race,zip_code,income,credit_score,years_employed,education,loan_amount_requested,loan_approved,model_probability,model_prediction
326,38,Female,Black,10002,61841.0,423.6,0.0,Masters,7661,0,0.0442,0
327,63,Male,Hispanic,10003,38136.11,415.3,6.3,Bachelors,6459,0,0.1009,0
328,40,Female,Black,10002,44069.66,445.7,11.3,Masters,48109,0,0.1227,0
329,20,Male,Black,10002,37738.46,447.2,6.8,Bachelors,12973,0,0.1151,0
330,64,Male,White,10001,133233.78,734.9,11.6,Bachelors,49757,1,0.8474,1
331,27,Female,Hispanic,10004,57341.89,427.2,3.7,High School,17868,0,0.0449,0
332,32,Male,White,10001,58868.79,501.7,1.5,High School,21404,1,0.3533,0
333,63,Male,Black,10002,59171.92,476.4,7.6,PhD,6259,0,0.229,0
334,65,Female,Hispanic,10003,19739.15,300.0,8.2,High School,47475,0,0.0389,0
335,66,Female,White,10001,106108.16,689.9,6.3,Bachelors,21168,1,0.5715,1
336,40,Female,Black,10002,32134.34,300.0,14.1,High School,12547,0,0.0479,0
337,58,Male,White,10001,82026.05,525.8,3.7,Bachelors,26750,0,0.5344,1
338,35,Female,Hispanic,10003,69583.46,590.0,9.6,Bachelors,11960,0,0.1095,0
339,57,Female,White,10001,79234.45,652.9,8.3,Masters,40540,1,0.6056,1
340,44,Male,Asian,10004,69267.28,460.3,0.2,Masters,8290,0,0.208,0
341,20,Male,White,10001,70259.25,508.7,1.4,Masters,27465,0,0.4436,0
342,40,Female,Asian,10004,65645.41,508.5,8.1,Bachelors,22607,1,0.2053,0
343,42,Male,Hispanic,10003,30159.24,450.8,17.9,Bachelors,6673,0,0.1938,0
344,31,Female,Black,10002,37212.4,365.9,10.9,High School,7353,0,0.046,0
345,37,Female,Hispanic,10003,79510.17,539.0,0.0,Bachelors,28340,1,0.0578,0
346,44,Female,Hispanic,10003,41395.12,485.0,0.0,High School,22759,0,0.0352,0
347,20,Male,Asian,10004,48140.89,416.3,11.7,Masters,10838,0,0.2879,0
348,26,Male,White,10001,57608.86,509.7,7.5,High School,11227,1,0.4284,0
349,58,Male,Black,10002,74408.9,468.2,13.7,Masters,41217,1,0.2821,0
350,36,Male,White,10005,86214.56,581.6,3.6,Masters,37874,0,0.5485,1
351,50,Female,Black,10002,61447.9,406.3,9.8,Masters,32351,0,0.0954,0
352,47,Female,White,10005,63819.49,446.1,12.2,High School,42502,0,0.3183,0
353,47,Male,Black,10002,61760.7,532.5,5.8,PhD,8118,1,0.2315,0
354,39,Male,Black,10002,32554.53,369.0,5.9,High School,35952,0,0.0825,0
355,43,Female,Black,10002,41769.26,393.1,8.1,High School,38864,0,0.0567,0
356,61,Male,Black,10002,71275.31,491.8,10.7,High School,14022,0,0.169,0
357,69,Male,Hispanic,10003,64982.66,492.6,7.9,High School,29137,1,0.1366,0
358,31,Male,Hispanic,10003,20434.16,337.2,12.9,Bachelors,39508,0,0.1142,0
359,53,Female,Black,10003,27467.37,399.9,5.7,High School,32156,0,0.0613,0
360,69,Male,Black,10002,50608.85,313.8,1.4,Bachelors,16227,0,0.0712,0
361,18,Female,Asian,10004,108427.18,639.0,17.9,Masters,34914,0,0.4707,0
362,59,Male,White,10001,24026.44,344.7,5.0,Masters,39177,1,0.4157,0
363,44,Female,White,10001,76679.99,546.3,5.2,Masters,5436,0,0.3733,0
364,69,Male,White,10001,36974.96,409.7,7.7,Bachelors,30533,0,0.5012,1
365,48,Male,Black,10002,32776.06,385.8,8.3,High School,27708,0,0.1011,0
366,62,Male,White,10001,61253.72,473.2,6.1,Masters,21502,0,0.5405,1
367,26,Male,Hispanic,10003,33907.8,350.7,7.9,High School,6990,0,0.0546,0
368,25,Male,Black,10002,35188.9,370.0,7.8,High School,8757,0,0.0721,0
369,67,Male,White,10001,70172.97,582.2,8.9,High School,38758,1,0.6338,1
370,45,Male,Hispanic,10003,31153.87,329.2,0.0,Bachelors,42238,0,0.0567,0
371,47,Male,Hispanic,10003,15000.0,300.0,17.4,High School,23866,0,0.1006,0
372,27,Female,White,10001,88716.87,609.5,7.3,Masters,47285,1,0.5145,1
373,30,Male,White,10001,88068.93,675.7,10.9,Bachelors,46745,1,0.7615,1
374,61,Female,White,10004,90236.18,591.5,1.1,Bachelors,34966,1,0.5422,1
375,34,Female,White,10001,33022.37,421.4,5.6,Bachelors,31142,0,0.2682,0
376,48,Male,White,10001,77174.04,614.9,4.6,High School,48405,1,0.5854,1
377,34,Female,Asian,10004,83223.49,574.8,15.3,Bachelors,32441,1,0.3597,0
378,31,Female,White,10001,45251.15,412.7,5.1,Bachelors,47035,0,0.2751,0
379,26,Female,White,10001,70220.16,508.5,11.8,Bachelors,49055,0,0.4624,0
380,67,Male,Hispanic,10003,41209.6,394.0,4.7,High School,13757,0,0.0705,0
381,67,Male,Black,10002,92211.62,657.3,5.7,Bachelors,34731,0,0.311,0
382,24,Male,Asian,10005,113187.9,711.6,6.8,Bachelors,37905,0,0.3406,0
383,36,Male,Hispanic,10003,15000.0,311.8,14.4,High School,41904,0,0.0922,0
384,47,Female,Black,10002,107854.25,622.0,0.0,High School,20719,0,0.0763,0
385,38,Female,White,10001,48034.58,386.2,1.4,Bachelors,43773,0,0.2156,0
386,56,Male,Asian,10004,90536.16,714.9,0.0,Bachelors,26938,0,0.4417,0
387,31,Female,Hispanic,10003,67291.95,504.1,2.6,Bachelors,22407,0,0.0548,0
388,21,Male,Asian,10004,43103.43,375.8,3.9,Bachelors,12063,0,0.1588,0
389,35,Female,White,10001,81838.43,643.9,0.0,Masters,19454,0,0.3928,0
390,49,Male,Hispanic,10003,41419.19,421.7,4.3,High School,48866,1,0.0856,0
391,27,Female,Black,10002,61303.92,517.6,0.0,Bachelors,37229,0,0.0646,0
392,61,Female,White,10001,75536.14,539.7,2.9,Masters,37676,1,0.4097,0
393,18,Male,Black,10002,76712.15,535.5,14.0,Bachelors,45305,1,0.2735,0
394,21,Male,Black,10002,49809.59,433.3,10.0,High School,17011,0,0.1072,0
395,44,Female,White,10001,65971.02,438.5,8.9,Bachelors,34770,0,0.3538,0
396,45,Male,Black,10003,74305.54,537.2,3.0,PhD,21716,0,0.2564,0
397,33,Male,Hispanic,10003,57929.5,489.7,0.3,PhD,43160,0,0.1419,0
398,31,Female,White,10001,87563.52,688.2,2.3,Bachelors,24012,0,0.4499,0
399,21,Female,Black,10002,32049.92,373.8,7.8,Masters,43470,0,0.0666,0
400,53,Male,White,10001,44913.69,305.2,12.3,Bachelors,38639,1,0.4653,0
401,38,Male,White,10001,56374.67,463.9,12.5,High School,39738,1,0.5335,1
402,24,Male,Asian,10004,52100.29,588.1,11.2,Masters,46657,0,0.5019,1
403,39,Female,Hispanic,10003,62868.78,538.3,4.3,Bachelors,40578,0,0.081,0
404,67,Male,White,10004,93423.62,579.0,8.1,Bachelors,19465,1,0.7701,1
405,31,Male,Asian,10004,63276.87,526.2,6.4,Masters,28468,1,0.3496,0
406,65,Male,Hispanic,10003,78342.06,521.0,7.0,High School,26262,0,0.1387,0
407,31,Female,White,10001,102843.27,590.2,18.2,Masters,7906,1,0.6143,1
408,27,Male,Hispanic,10003,49841.57,424.5,0.0,High School,31694,0,0.0526,0
409,31,Female,White,10001,50274.6,448.3,6.8,High School,24684,1,0.2406,0
410,35,Female,Asian,10004,104809.04,572.3,14.1,Bachelors,22700,1,0.3302,0
411,24,Female,Black,10002,46535.58,371.0,0.7,PhD,9932,0,0.0471,0
412,49,Female,Black,10002,51027.96,447.3,4.8,Bachelors,27688,0,0.0713,0
413,35,Female,White,10001,61849.48,470.5,5.4,High School,31057,0,0.2544,0
414,56,Female,Hispanic,10003,22645.03,350.9,6.9,Bachelors,9756,0,0.0419,0
415,44,Male,White,10005,34752.65,319.7,0.0,PhD,33572,1,0.3155,0
416,41,Female,White,10001,85188.84,621.7,11.0,PhD,12545,1,0.6242,1
417,42,Male,White,10001,51198.37,388.3,11.3,Bachelors,11525,1,0.4669,0
418,26,Male,Hispanic,10003,117428.75,799.4,10.5,High School,23049,1,0.3216,0
419,55,Female,White,10001,43934.23,332.1,3.6,Bachelors,22509,0,0.1978,0
420,23,Female,Asian,10004,36822.82,334.3,8.4,Masters,46173,0,0.132,0
421,56,Female,Black,10002,60243.33,505.2,3.5,Masters,8045,0,0.0825,0
422,70,Male,White,10001,106703.52,756.8,6.3,Masters,20721,0,0.7968,1
423,58,Male,White,10001,71550.15,546.1,18.8,Bachelors,38054,1,0.7823,1
424,42,Male,White,10002,83733.82,608.2,8.5,High School,16240,1,0.5759,1
425,34,Male,Black,10002,15000.0,300.9,2.1,Bachelors,49171,0,0.0692,0
426,64,Male,Hispanic,10003,27739.72,300.6,8.9,High School,38429,0,0.074,0
427,31,Male,White,10001,44233.22,394.6,1.2,High School,47574,1,0.2931,0
428,43,Male,Hispanic,10003,15000.0,300.0,2.0,Bachelors,47711,0,0.0583,0
429,58,Female,White,10001,72807.53,471.6,2.8,Masters,9912,0,0.2993,0
430,66,Male,Hispanic,10003,15000.0,320.1,5.8,Masters,25661,0,0.0863,0
431,66,Female,Asian,10004,35267.3,326.4,12.7,Masters,38507,0,0.196,0
432,22,Female,Hispanic,10003,31107.35,381.6,10.9,Masters,5387,0,0.0529,0
433,65,Male,Black,10002,28049.14,300.0,10.6,Masters,25342,0,0.1302,0
434,24,Male,Hispanic,10004,53513.8,471.7,2.5,Bachelors,35967,0,0.1317,0
435,48,Male,White,10001,77333.92,529.5,5.3,High School,40680,0,0.5012,1
436,67,Female,White,10001,91451.17,681.8,9.4,Bachelors,23678,1,0.6156,1
437,52,Male,White,10001,88057.21,613.8,4.9,High School,43836,1,0.5899,1
438,68,Male,Black,10002,75379.51,607.8,6.6,High School,35314,0,0.2289,0
439,36,Female,Hispanic,10003,43953.96,380.2,10.2,High School,7047,0,0.0389,0
440,34,Female,Black,10002,55283.21,466.9,6.3,Masters,17497,0,0.0792,0
441,35,Male,Hispanic,10003,56276.33,419.1,9.1,Bachelors,47207,0,0.1336,0
442,36,Male,White,10001,73399.76,517.2,16.0,PhD,5108,1,0.7368,1
443,54,Male,Hispanic,10001,34467.34,366.2,7.1,PhD,9861,0,0.1048,0
444,41,Male,White,10002,62021.38,455.3,13.9,Masters,20502,0,0.6109,1
445,57,Male,White,10001,50378.6,383.4,10.8,High School,49722,1,0.4733,0
446,40,Female,Hispanic,10003,54118.8,388.7,0.7,Masters,36716,0,0.0401,0
447,34,Female,Asian,10004,64743.64,385.7,2.5,Masters,11644,0,0.0984,0
448,28,Male,Black,10002,32083.83,316.8,3.8,Masters,22690,0,0.0737,0
449,47,Female,White,10001,54106.12,490.7,3.7,High School,47280,0,0.2836,0
450,65,Male,Black,10002,18950.43,300.0,7.5,High School,14863,0,0.0714,0
451,63,Female,White,10001,93492.19,551.4,11.1,PhD,30897,1,0.6257,1
452,31,Female,Hispanic,10003,45886.82,515.4,14.3,High School,25880,1,0.0904,0
453,43,Female,Hispanic,10003,23292.8,302.0,9.5,High School,39221,0,0.0353,0
454,55,Female,White,10001,89405.15,619.2,5.8,Bachelors,38856,0,0.5042,1
455,50,Male,White,10001,56549.23,501.4,0.0,High School,42498,0,0.3902,0
456,21,Male,White,10001,36243.98,419.7,8.4,High School,10374,0,0.346,0
457,49,Male,Asian,10004,91509.33,535.6,8.1,PhD,25423,1,0.4896,0
458,20,Male,Black,10002,35109.67,370.4,8.9,Masters,36129,0,0.1254,0
459,24,Female,Hispanic,10003,34186.42,300.0,18.5,Masters,23855,0,0.0718,0
460,52,Male,Black,10002,48988.32,560.8,14.2,High School,35031,0,0.2641,0
461,23,Female,Black,10002,75422.14,466.4,11.9,High School,33610,0,0.0824,0
462,35,Male,White,10005,70480.89,473.6,3.2,Bachelors,21683,1,0.381,0
463,49,Male,Asian,10004,38221.19,342.6,5.4,Bachelors,9505,1,0.1763,0
464,52,Male,White,10001,83053.05,502.4,7.5,High School,48666,0,0.5323,1
465,41,Female,Black,10002,36360.25,454.7,4.1,Masters,42170,0,0.0797,0
466,22,Female,Black,10002,93310.18,740.2,10.5,PhD,45262,0,0.343,0
467,60,Male,Black,10005,47973.13,410.5,9.8,Bachelors,18492,0,0.1342,0
468,68,Male,Asian,10003,15000.0,300.0,2.6,Bachelors,19227,1,0.1104,0
469,65,Female,White,10001,78576.76,447.2,14.0,Bachelors,19555,0,0.4518,0
470,57,Male,Black,10002,94670.35,612.4,8.5,High School,6399,0,0.21,0
471,39,Female,White,10001,107822.09,662.3,0.0,Bachelors,12636,0,0.3862,0
472,64,Male,Black,10002,91942.9,580.9,7.7,Bachelors,18874,0,0.2515,0
473,43,Male,White,10005,45525.76,435.4,9.4,Bachelors,49432,1,0.4986,0
474,25,Male,White,10001,91891.66,633.0,12.9,Bachelors,14212,0,0.7053,1
475,63,Male,White,10001,52672.13,469.6,6.3,Masters,27852,1,0.5508,1
476,34,Male,White,10001,75382.95,530.2,12.1,Bachelors,29626,1,0.6385,1
477,67,Male,White,10001,39449.14,344.5,8.9,High School,21191,0,0.3713,0
478,37,Female,Black,10002,32533.06,404.7,1.4,High School,46344,0,0.0391,0
479,64,Male,Black,10002,31770.08,368.9,0.9,High School,9195,0,0.0592,0
480,46,Male,White,10001,91565.33,656.4,13.6,Bachelors,44166,1,0.7942,1
481,42,Male,White,10001,89217.26,641.9,14.0,Masters,38468,1,0.7948,1
482,33,Male,White,10001,76643.67,480.1,9.6,Masters,18762,1,0.5571,1
483,62,Female,Black,10002,15589.89,300.0,15.5,Bachelors,39548,0,0.0908,0
484,21,Male,White,10001,62520.65,455.8,13.3,Bachelors,24287,1,0.5564,1
485,42,Female,White,10001,52093.2,398.3,11.4,High School,48680,0,0.3091,0
486,37,Male,White,10001,90872.22,646.9,3.4,Bachelors,6644,1,0.5806,1
487,46,Female,Black,10002,76276.44,567.2,16.7,High School,6338,0,0.1491,0
488,31,Male,White,10001,95353.25,682.3,10.7,Masters,29487,1,0.7627,1
489,53,Female,Black,10002,29874.73,380.4,6.1,Bachelors,46916,0,0.069,0
490,38,Male,Black,10002,15000.0,310.4,4.7,High School,7851,0,0.0506,0
491,27,Male,Hispanic,10003,15000.0,360.0,9.3,High School,40007,0,0.0755,0
492,28,Female,Black,10002,82119.05,596.9,0.0,High School,47238,0,0.0723,0
493,54,Female,Black,10002,38369.88,398.6,11.5,Masters,26887,0,0.0998,0
494,31,Female,White,10001,51982.61,524.7,3.2,High School,44012,1,0.2782,0
495,34,Male,Hispanic,10003,83423.85,584.5,9.9,High School,39063,0,0.1836,0
496,51,Female,Black,10002,78363.84,542.9,5.4,High School,14638,0,0.0766,0
497,35,Female,White,10001,70586.77,484.6,6.7,Masters,43438,0,0.387,0
498,38,Female,Black,10002,40958.33,440.9,4.2,Bachelors,36472,0,0.066,0
499,30,Male,White,10001,66829.57,573.0,7.2,Bachelors,5566,0,0.5533,1
500,36,Female,Black,10001,53451.91,454.1,17.4,Bachelors,30561,0,0.1471,0
501,54,Female,Hispanic,10003,82401.13,640.0,14.9,High School,34447,0,0.1756,0
502,46,Female,Hispanic,10005,54139.22,361.0,9.8,Masters,41061,0,0.0471,0
503,70,Male,Asian,10004,84424.7,580.1,7.9,Bachelors,39708,1,0.4829,0
504,58,Male,Black,10002,76062.48,546.8,12.2,High School,26404,1,0.2299,0
505,18,Female,Black,10002,19927.78,300.0,13.6,Bachelors,18454,0,0.0547,0
506,38,Male,Hispanic,10003,62116.69,611.1,3.9,High School,13629,0,0.1243,0
507,33,Female,White,10001,62930.35,492.0,7.6,High School,9005,0,0.2668,0
508,49,Male,Hispanic,10003,15000.0,300.0,0.0,Masters,33793,1,0.0536,0
509,32,Male,Black,10002,15000.0,301.3,13.6,Bachelors,48190,0,0.1346,0
510,69,Female,White,10001,45565.18,324.4,18.3,Bachelors,8612,1,0.385,0
511,33,Male,White,10001,82749.36,538.0,8.4,Bachelors,36622,1,0.5997,1
512,45,Male,Hispanic,10003,46731.19,478.4,0.0,Bachelors,31307,0,0.0918,0
513,24,Female,White,10001,74424.8,510.7,11.0,High School,12735,0,0.3239,0
514,66,Female,White,10001,116822.64,673.4,3.5,High School,14571,0,0.4309,0
515,66,Female,White,10001,39541.85,465.5,4.7,Bachelors,17800,0,0.3157,0
516,60,Male,White,10001,69341.6,588.4,11.1,Bachelors,35822,1,0.7177,1
517,36,Male,White,10001,77306.45,579.7,9.3,PhD,18440,1,0.7166,1
518,21,Female,Hispanic,10003,26329.45,323.4,5.6,High School,42262,0,0.0267,0
519,55,Male,White,10001,70679.84,514.9,4.8,High School,21639,0,0.4556,0
520,40,Male,Hispanic,10003,15000.0,300.0,8.6,Bachelors,9928,0,0.0673,0
521,70,Male,Hispanic,10003,77837.75,506.3,6.0,Bachelors,9296,0,0.1476,0
522,55,Male,White,10001,53641.25,405.2,2.5,High School,23012,1,0.3182,0
523,46,Female,White,10001,118753.6,691.8,6.3,Bachelors,23355,1,0.5484,1
524,70,Female,Black,10002,47220.62,379.5,9.7,High School,38009,0,0.0699,0
525,60,Female,White,10001,94673.29,546.4,7.1,Masters,26536,0,0.4677,0
526,42,Male,White,10001,68720.73,529.8,0.9,Masters,12366,1,0.4643,0
527,18,Male,Asian,10004,66262.15,520.6,12.9,Bachelors,14597,0,0.3795,0
528,22,Male,Asian,10004,52983.3,539.8,0.0,PhD,30494,0,0.3255,0
529,41,Male,Hispanic,10003,46858.97,396.4,5.8,PhD,20037,0,0.1279,0
530,47,Male,White,10001,77631.97,570.0,4.9,High School,35233,1,0.5231,1
531,19,Male,Black,10002,29177.8,373.4,8.7,Bachelors,46536,0,0.1209,0
532,24,Male,Hispanic,10003,40998.93,393.2,10.8,Bachelors,20966,1,0.1068,0
533,55,Female,White,10004,55357.63,501.6,13.6,High School,29834,1,0.5636,1
534,57,Female,Black,10002,103191.94,698.1,4.4,Bachelors,42440,1,0.1952,0
535,19,Male,White,10001,67846.46,531.7,10.9,Bachelors,14466,1,0.5717,1
536,44,Male,White,10001,107085.57,662.4,9.0,PhD,27980,1,0.7979,1
537,22,Female,Black,10002,43305.06,397.4,0.0,Bachelors,18736,0,0.035,0
538,56,Female,White,10001,76222.9,481.0,17.5,Masters,33215,1,0.5755,1
539,62,Female,White,10001,38287.26,354.6,0.8,Bachelors,38439,0,0.2064,0
540,64,Male,Hispanic,10003,33270.26,343.3,10.1,High School,11339,0,0.0784,0
541,49,Female,Asian,10004,72052.83,476.2,9.9,PhD,13436,0,0.2792,0
542,51,Male,Black,10002,86064.09,611.5,9.4,High School,6042,0,0.2113,0
543,67,Male,Hispanic,10003,49327.59,499.7,5.5,High School,5542,0,0.1031,0
544,50,Male,Asian,10004,100209.29,601.7,12.1,Bachelors,7283,1,0.4887,0
545,41,Male,White,10002,85377.5,600.9,0.2,Masters,36807,0,0.5623,1
546,57,Male,White,10001,109057.63,631.5,7.7,Bachelors,45677,1,0.7233,1
547,49,Male,White,10001,68582.99,503.1,5.2,High School,23437,1,0.4439,0
548,62,Female,White,10005,127365.35,723.3,4.6,Bachelors,44719,0,0.5663,1
549,45,Male,Hispanic,10003,32350.49,400.8,10.1,High School,37836,0,0.1017,0
550,64,Male,White,10001,51604.92,415.2,13.4,High School,41342,1,0.5438,1
551,20,Male,Black,10002,18958.73,366.7,6.3,Bachelors,38296,1,0.0973,0
552,19,Male,White,10001,125944.59,739.7,11.9,High School,13982,1,0.7175,1
553,23,Male,White,10001,89666.74,571.7,8.2,Bachelors,28551,0,0.6008,1
554,47,Male,Asian,10004,58981.1,416.5,3.5,Masters,28646,0,0.2423,0
555,55,Male,White,10001,99976.54,658.9,6.7,Masters,33872,1,0.7311,1
556,29,Female,White,10001,86504.61,636.1,6.5,Bachelors,40826,0,0.4936,0
557,26,Female,White,10001,117187.06,730.0,4.5,Bachelors,10069,0,0.5011,1
558,63,Male,Black,10002,15000.0,411.9,10.1,High School,35360,1,0.1379,0
559,57,Female,Black,10002,41631.36,480.0,9.2,PhD,42487,0,0.1691,0
560,52,Female,Black,10002,36899.49,373.8,0.0,High School,10198,0,0.0275,0
561,43,Female,White,10001,22631.62,315.2,0.0,High School,23673,0,0.112,0
562,40,Female,White,10001,95447.85,651.2,10.1,Bachelors,45300,1,0.5936,1
563,19,Female,Hispanic,10003,37510.48,349.8,3.9,High School,6096,0,0.0206,0
564,27,Female,Black,10002,65751.15,565.1,9.5,High School,12230,1,0.09,0
565,65,Female,Black,10002,104634.53,683.3,11.9,High School,41177,0,0.2282,0
566,35,Male,Black,10002,39522.15,412.7,1.6,Bachelors,12730,0,0.0816,0
567,55,Male,Hispanic,10003,33892.33,411.3,0.9,Bachelors,36589,0,0.0828,0
568,55,Male,White,10001,72847.94,621.8,16.4,Masters,45546,1,0.825,1
569,34,Male,White,10001,93693.94,629.2,9.8,Masters,27436,0,0.712,1
570,28,Male,Black,10002,34398.89,373.4,5.9,High School,26808,0,0.0742,0
571,54,Male,White,10001,54856.92,537.8,3.3,PhD,24294,0,0.6237,1
572,22,Female,Hispanic,10003,69372.54,569.9,5.4,Bachelors,21780,0,0.0783,0
573,44,Female,Black,10002,57087.34,455.4,2.0,Masters,22102,0,0.0639,0
574,65,Female,Hispanic,10003,15000.0,300.3,12.4,Bachelors,29915,0,0.0587,0
575,55,Male,Hispanic,10004,15000.0,309.8,4.1,High School,45300,0,0.0784,0
576,58,Male,Black,10002,84029.66,599.3,13.5,High School,49163,1,0.3199,0
577,22,Female,Asian,10004,76646.28,483.3,6.0,Bachelors,43965,0,0.1754,0
578,28,Female,Black,10002,29707.3,300.0,2.8,High School,10383,0,0.0213,0
579,32,Female,Hispanic,10003,39910.17,357.1,5.9,Bachelors,18804,0,0.0375,0
580,33,Female,White,10001,70317.68,477.1,0.0,High School,39063,0,0.2051,0
581,28,Female,Black,10002,65657.6,474.2,7.4,High School,29549,0,0.0642,0
582,69,Male,Black,10002,15401.68,333.4,7.1,Masters,20044,0,0.117,0
583,26,Male,White,10001,49817.22,433.4,12.1,Masters,19003,1,0.5363,1
584,55,Male,White,10001,76550.94,560.6,0.0,Bachelors,10267,0,0.4731,0
585,49,Female,Asian,10004,64603.97,440.9,13.8,Bachelors,19959,1,0.2307,0
586,50,Female,Black,10002,61724.62,467.3,12.1,Bachelors,23987,0,0.1173,0
587,29,Male,White,10005,40491.82,433.2,14.3,Masters,23717,0,0.5344,1
588,34,Female,White,10001,78571.09,588.7,7.7,Masters,29694,1,0.4793,0
589,50,Male,White,10001,96198.01,594.6,13.1,Bachelors,17284,0,0.7151,1
590,33,Male,White,10001,81683.65,579.8,0.6,Bachelors,14268,1,0.4747,0
591,54,Male,Asian,10004,70338.68,635.4,11.6,Bachelors,44939,0,0.5776,1
592,20,Male,White,10001,67698.79,513.8,4.1,Masters,23237,0,0.4848,0
593,21,Female,White,10001,49963.57,407.8,0.0,PhD,16464,0,0.2348,0
594,56,Male,Black,10002,46272.03,418.7,2.4,Bachelors,33606,0,0.113,0
595,50,Female,White,10001,100232.94,651.9,8.0,Bachelors,29404,1,0.5502,1
596,20,Female,White,10001,67143.32,504.9,3.9,Bachelors,30940,1,0.2993,0
597,65,Male,Hispanic,10003,22644.7,329.6,9.9,Bachelors,14968,0,0.0973,0
598,18,Male,Black,10002,36186.07,314.1,0.0,PhD,37542,0,0.0804,0
599,68,Female,Asian,10004,71820.41,483.4,0.0,Masters,13653,0,0.1465,0
600,56,Male,Black,10004,39035.66,390.5,14.9,Bachelors,42639,0,0.3273,0
601,70,Female,Black,10001,59647.28,473.6,12.5,Bachelors,24082,0,0.1386,0
602,68,Male,Hispanic,10003,56548.25,441.0,2.8,Bachelors,23411,0,0.1041,0
603,34,Female,Asian,10004,88335.6,589.9,8.0,High School,22482,1,0.207,0
604,58,Female,Hispanic,10003,78165.43,560.4,13.1,Bachelors,24033,0,0.1488,0
605,29,Male,Asian,10004,90900.61,653.7,10.1,Masters,34939,1,0.5439,1
606,42,Male,Hispanic,10003,21578.26,321.8,8.7,Bachelors,27351,1,0.0833,0
607,30,Female,Hispanic,10003,22315.17,349.8,13.5,High School,10706,0,0.0415,0
608,43,Male,White,10001,68181.48,489.6,4.3,Masters,30486,1,0.5137,1
609,64,Male,Hispanic,10003,33171.79,402.6,8.2,Bachelors,17015,0,0.1153,0
610,41,Male,White,10001,42680.16,431.6,7.9,Bachelors,9874,0,0.4471,0
611,22,Male,Black,10002,37399.4,434.5,6.6,Bachelors,42797,0,0.132,0
612,35,Female,Black,10002,36611.69,423.7,6.1,Bachelors,19068,0,0.061,0
613,59,Female,Asian,10004,50875.65,475.6,8.4,Masters,31777,0,0.2332,0
614,45,Male,Asian,10004,59421.05,476.1,8.2,Bachelors,12735,0,0.3055,0
615,47,Female,White,10001,98282.82,651.5,2.8,High School,20269,0,0.3759,0
616,40,Male,Hispanic,10003,48781.71,490.8,12.0,Bachelors,22363,0,0.1757,0
617,33,Male,Hispanic,10003,103323.42,627.2,3.1,High School,11025,0,0.1239,0
618,49,Female,White,10002,74092.2,509.3,6.9,Bachelors,48801,0,0.4166,0
619,51,Female,White,10001,63038.42,504.8,6.5,Masters,19022,1,0.3851,0
620,65,Male,White,10001,70099.19,545.2,9.8,High School,31223,1,0.5983,1
621,50,Male,Hispanic,10003,50155.81,402.0,0.0,Bachelors,30448,0,0.0717,0
622,70,Male,Black,10002,58446.09,473.3,12.5,PhD,24322,1,0.3241,0
623,61,Female,Asian,10004,116841.07,710.2,4.6,Masters,31352,1,0.3874,0
624,22,Male,Black,10002,27712.31,300.0,14.1,Bachelors,30467,1,0.1183,0
625,38,Male,Asian,10004,87617.11,584.9,5.6,Masters,8603,0,0.3738,0
626,38,Female,White,10003,74986.01,536.5,7.8,High School,35109,0,0.3996,0
627,18,Male,Hispanic,10003,15000.0,300.0,17.6,High School,10139,0,0.079,0
628,27,Male,White,10001,88496.77,670.2,6.6,Masters,24573,1,0.6869,1
629,58,Male,Black,10002,78422.97,497.6,14.2,Bachelors,21412,1,0.265,0
630,36,Male,Hispanic,10003,23427.77,300.0,8.2,High School,25147,0,0.0547,0
631,25,Male,Asian,10004,66785.59,380.4,10.1,High School,8235,0,0.1821,0
632,33,Female,Hispanic,10003,15000.0,300.0,8.3,Masters,36563,0,0.043,0
633,32,Female,White,10001,39788.64,381.2,12.2,High School,23835,0,0.2564,0
634,27,Female,White,10001,95152.71,601.0,4.6,Masters,7738,0,0.3964,0
635,23,Female,White,10001,58806.0,533.9,3.1,Bachelors,5158,0,0.2776,0
636,58,Male,White,10001,43388.73,458.7,4.8,Bachelors,29304,0,0.4831,0
637,61,Male,Black,10002,53507.05,460.8,8.5,High School,34982,0,0.1507,0
638,44,Female,Hispanic,10003,31462.1,348.5,6.9,High School,29630,0,0.0339,0
639,50,Male,Hispanic,10003,32700.28,423.4,11.6,Bachelors,37420,1,0.1569,0
640,66,Female,Hispanic,10003,61743.82,489.4,14.5,Bachelors,39054,0,0.1432,0
641,62,Female,Hispanic,10003,16118.4,300.0,3.1,High School,44239,0,0.0269,0
642,19,Male,Hispanic,10003,22271.23,300.0,4.3,Bachelors,49219,0,0.0591,0
643,68,Male,White,10001,73697.92,517.1,0.8,Bachelors,44816,0,0.5235,1
644,21,Male,White,10001,93265.83,656.6,18.2,Bachelors,40809,1,0.8135,1
645,19,Male,Black,10002,77715.85,669.3,9.5,Bachelors,24394,0,0.2915,0
646,39,Male,Hispanic,10003,28038.52,356.2,10.4,High School,27670,0,0.0798,0
647,57,Male,White,10001,92497.05,577.5,1.3,Bachelors,32722,1,0.5561,1
648,22,Female,Black,10002,29180.58,300.0,8.0,High School,12625,0,0.0291,0
649,33,Female,Black,10002,91829.02,640.6,10.5,Bachelors,35495,0,0.19,0
650,31,Female,White,10001,42789.5,325.0,6.7,Bachelors,31472,0,0.2116,0
651,39,Male,White,10001,101883.49,681.5,13.4,Bachelors,28409,1,0.7843,1
